call_id,call_datetime,call_date,call_hour,day_of_week,week_number,month,agent_id,agent_name,team,shift,skill_level,tenure_years,channel,queue,answered,resolved,disposition,speed_of_answer_sec,talk_time_sec,hold_time_sec,wrap_time_sec,handle_time_sec,sla_threshold_sec,sla_met,transfer_flag,repeat_call_flag,csat_score,quality_score
CC07045,2023-04-19 22:50:26,2023-04-19,22,Wednesday,16,2023-04,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC07046,2023-02-02 13:24:34,2023-02-02,13,Thursday,5,2023-02,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC07047,2023-03-20 15:42:37,2023-03-20,15,Monday,12,2023-03,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,Y,N,Escalated,92.0,291.0,77.0,48.0,416.0,60.0,N,N,N,3.0,100.0
CC07048,2023-01-24 08:11:14,2023-01-24,8,Tuesday,4,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Sales,Y,Y,Resolved,38.0,246.0,126.0,36.0,408.0,60.0,Y,N,N,4.0,81.0
CC07049,2023-04-19 18:16:14,2023-04-19,18,Wednesday,16,2023-04,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,General,Y,N,Transferred,151.0,264.0,51.0,20.0,335.0,20.0,N,N,N,1.0,84.9
CC07050,2023-03-24 14:49:41,2023-03-24,14,Friday,12,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,Sales,Y,Y,Resolved,89.0,245.0,25.0,55.0,325.0,20.0,N,N,N,3.0,79.1
CC07051,2023-04-28 19:21:14,2023-04-28,19,Friday,17,2023-04,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Technical,Y,Y,Resolved,87.0,284.0,25.0,25.0,334.0,20.0,N,N,N,3.0,61.4
CC07052,2023-05-22 15:06:33,2023-05-22,15,Monday,21,2023-05,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,General,Y,N,Escalated,36.0,232.0,2.0,46.0,280.0,20.0,N,Y,N,3.0,70.9
CC07053,2023-01-05 17:18:59,2023-01-05,17,Thursday,1,2023-01,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Chat,Sales,Y,Y,Resolved,3.0,297.0,22.0,23.0,342.0,20.0,Y,N,N,5.0,72.8
CC07054,2023-05-03 17:54:12,2023-05-03,17,Wednesday,18,2023-05,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,General,Y,Y,Resolved,19.0,293.0,49.0,32.0,374.0,60.0,Y,N,N,2.0,75.5
CC07055,2023-04-25 09:50:57,2023-04-25,9,Tuesday,17,2023-04,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Social,Billing,Y,N,Transferred,33.0,186.0,32.0,35.0,253.0,60.0,Y,N,N,3.0,59.1
CC07056,2023-01-03 22:33:59,2023-01-03,22,Tuesday,1,2023-01,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Billing,Y,Y,Resolved,15.0,173.0,31.0,58.0,262.0,20.0,Y,Y,N,3.0,64.3
CC07057,2023-06-02 13:32:56,2023-06-02,13,Friday,22,2023-06,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Chat,Sales,Y,Y,Resolved,267.0,241.0,62.0,22.0,325.0,20.0,N,N,N,5.0,85.9
CC07058,2023-04-21 10:47:23,2023-04-21,10,Friday,16,2023-04,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Technical,Y,N,Escalated,35.0,199.0,8.0,25.0,232.0,20.0,N,Y,N,1.0,68.4
CC07059,2023-04-28 18:44:40,2023-04-28,18,Friday,17,2023-04,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Email,Sales,Y,N,Escalated,15.0,341.0,5.0,13.0,359.0,20.0,Y,N,N,2.0,74.6
CC07060,2023-05-02 12:44:14,2023-05-02,12,Tuesday,18,2023-05,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Email,Sales,Y,Y,Resolved,69.0,287.0,97.0,36.0,420.0,20.0,N,N,N,4.0,81.2
CC07061,2023-03-13 12:24:24,2023-03-13,12,Monday,11,2023-03,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Chat,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC07062,2023-04-03 12:38:33,2023-04-03,12,Monday,14,2023-04,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,Y,Resolved,225.0,151.0,3.0,48.0,202.0,60.0,N,N,N,4.0,75.1
CC07063,2023-05-25 13:14:11,2023-05-25,13,Thursday,21,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,General,Y,Y,Resolved,120.0,193.0,23.0,42.0,258.0,20.0,N,N,N,4.0,68.1
CC07064,2023-01-27 17:42:59,2023-01-27,17,Friday,4,2023-01,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC07065,2023-02-07 20:02:50,2023-02-07,20,Tuesday,6,2023-02,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Sales,Y,N,Callback Scheduled,196.0,318.0,7.0,41.0,366.0,60.0,N,Y,N,1.0,61.6
CC07066,2023-01-09 16:22:03,2023-01-09,16,Monday,2,2023-01,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,General,Y,Y,Resolved,31.0,215.0,7.0,29.0,251.0,60.0,Y,N,N,3.0,64.3
CC07067,2023-03-28 16:51:20,2023-03-28,16,Tuesday,13,2023-03,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Sales,N,N,Abandoned,,,,,,,,N,Y,,
CC07068,2023-03-31 13:17:48,2023-03-31,13,Friday,13,2023-03,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Billing,Y,Y,Resolved,95.0,272.0,38.0,79.0,389.0,60.0,N,N,N,4.0,71.2
CC07069,2023-02-08 12:41:31,2023-02-08,12,Wednesday,6,2023-02,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,General,Y,Y,Resolved,47.0,182.0,10.0,64.0,256.0,20.0,N,N,N,3.0,58.4
CC07070,2023-05-05 08:29:51,2023-05-05,8,Friday,18,2023-05,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Technical,Y,N,Transferred,78.0,383.0,6.0,37.0,426.0,20.0,N,N,Y,2.0,88.9
CC07071,2023-03-14 13:52:43,2023-03-14,13,Tuesday,11,2023-03,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,General,Y,Y,Resolved,18.0,144.0,19.0,42.0,205.0,60.0,Y,N,Y,3.0,68.5
CC07072,2023-06-02 15:28:55,2023-06-02,15,Friday,22,2023-06,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,N,Transferred,41.0,166.0,56.0,25.0,247.0,60.0,Y,N,Y,4.0,63.8
CC07073,2023-04-25 15:50:58,2023-04-25,15,Tuesday,17,2023-04,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Sales,Y,N,Transferred,73.0,244.0,33.0,8.0,285.0,20.0,N,N,N,3.0,67.8
CC07074,2023-03-21 14:54:28,2023-03-21,14,Tuesday,12,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Retention,Y,Y,Resolved,63.0,503.0,6.0,22.0,531.0,60.0,N,N,N,4.0,76.0
CC07075,2023-03-07 12:30:17,2023-03-07,12,Tuesday,10,2023-03,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Technical,Y,N,Transferred,112.0,351.0,2.0,87.0,440.0,60.0,N,N,N,2.0,66.8
CC07076,2023-03-22 14:39:20,2023-03-22,14,Wednesday,12,2023-03,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,General,Y,N,Callback Scheduled,64.0,68.0,0.0,40.0,108.0,60.0,N,N,Y,2.0,63.4
CC07077,2023-02-27 21:16:41,2023-02-27,21,Monday,9,2023-02,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC07078,2023-06-08 14:44:28,2023-06-08,14,Thursday,23,2023-06,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Chat,General,Y,N,Callback Scheduled,51.0,280.0,4.0,9.0,293.0,20.0,N,N,N,2.0,74.4
CC07079,2023-05-19 09:16:55,2023-05-19,9,Friday,20,2023-05,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Email,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC07080,2023-04-03 22:05:38,2023-04-03,22,Monday,14,2023-04,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Billing,Y,N,Transferred,27.0,274.0,72.0,33.0,379.0,60.0,Y,N,Y,4.0,95.8
CC07081,2023-02-24 13:26:43,2023-02-24,13,Friday,8,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC07082,2023-04-28 18:53:08,2023-04-28,18,Friday,17,2023-04,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Technical,Y,Y,Resolved,54.0,223.0,49.0,37.0,309.0,60.0,Y,N,N,4.0,77.2
CC07083,2023-06-20 19:30:24,2023-06-20,19,Tuesday,25,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Billing,Y,N,Escalated,5.0,198.0,0.0,38.0,236.0,60.0,Y,N,Y,3.0,84.7
CC07084,2023-06-19 09:18:22,2023-06-19,9,Monday,25,2023-06,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Billing,Y,Y,Resolved,60.0,224.0,5.0,50.0,279.0,60.0,Y,N,N,4.0,71.3
CC07085,2023-01-03 14:34:41,2023-01-03,14,Tuesday,1,2023-01,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,Technical,Y,N,Callback Scheduled,3.0,344.0,9.0,75.0,428.0,20.0,Y,N,N,3.0,59.5
CC07086,2023-06-05 17:11:36,2023-06-05,17,Monday,23,2023-06,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,General,N,N,Abandoned,,,,,,,,N,Y,,
CC07087,2023-05-19 17:29:23,2023-05-19,17,Friday,20,2023-05,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Technical,Y,Y,Resolved,11.0,162.0,15.0,19.0,196.0,20.0,Y,N,N,5.0,92.0
CC07088,2023-01-05 15:49:19,2023-01-05,15,Thursday,1,2023-01,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Retention,Y,Y,Resolved,167.0,536.0,12.0,38.0,586.0,20.0,N,N,N,3.0,91.5
CC07089,2023-03-30 15:23:39,2023-03-30,15,Thursday,13,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Technical,Y,Y,Resolved,6.0,416.0,4.0,39.0,459.0,60.0,Y,N,N,5.0,62.0
CC07090,2023-03-02 10:43:03,2023-03-02,10,Thursday,9,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Email,Technical,Y,Y,Resolved,82.0,462.0,57.0,30.0,549.0,20.0,N,N,N,5.0,80.7
CC07091,2023-04-03 12:31:55,2023-04-03,12,Monday,14,2023-04,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Sales,Y,Y,Resolved,180.0,232.0,0.0,71.0,303.0,60.0,N,N,N,3.0,69.8
CC07092,2023-03-14 08:04:35,2023-03-14,8,Tuesday,11,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,Technical,Y,Y,Resolved,71.0,378.0,55.0,66.0,499.0,20.0,N,Y,N,3.0,54.5
CC07093,2023-03-01 15:03:17,2023-03-01,15,Wednesday,9,2023-03,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Email,Sales,Y,Y,Resolved,21.0,138.0,10.0,41.0,189.0,20.0,N,N,N,1.0,67.2
CC07094,2023-02-22 19:04:54,2023-02-22,19,Wednesday,8,2023-02,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Email,General,Y,N,Callback Scheduled,91.0,162.0,27.0,32.0,221.0,20.0,N,Y,N,3.0,96.9
CC07095,2023-04-06 15:01:08,2023-04-06,15,Thursday,14,2023-04,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Email,Sales,Y,Y,Resolved,4.0,356.0,66.0,60.0,482.0,20.0,Y,N,N,4.0,48.6
CC07096,2023-03-28 13:19:17,2023-03-28,13,Tuesday,13,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Email,Billing,Y,Y,Resolved,23.0,325.0,5.0,46.0,376.0,20.0,N,N,Y,5.0,77.5
CC07097,2023-02-24 16:52:56,2023-02-24,16,Friday,8,2023-02,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC07098,2023-05-18 08:34:45,2023-05-18,8,Thursday,20,2023-05,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Phone,Billing,Y,Y,Resolved,70.0,381.0,153.0,18.0,552.0,60.0,N,N,Y,3.0,76.4
CC07099,2023-04-03 10:31:10,2023-04-03,10,Monday,14,2023-04,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,General,Y,N,Escalated,77.0,89.0,64.0,55.0,208.0,60.0,N,N,Y,3.0,49.8
CC07100,2023-06-13 15:30:50,2023-06-13,15,Tuesday,24,2023-06,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Email,Billing,Y,Y,Resolved,30.0,222.0,23.0,37.0,282.0,20.0,N,Y,N,3.0,91.9
CC07101,2023-02-14 14:10:04,2023-02-14,14,Tuesday,7,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Billing,Y,Y,Resolved,77.0,260.0,53.0,44.0,357.0,20.0,N,N,N,4.0,80.9
CC07102,2023-01-31 11:47:33,2023-01-31,11,Tuesday,5,2023-01,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Billing,Y,Y,Resolved,5.0,352.0,9.0,29.0,390.0,20.0,Y,N,N,5.0,59.4
CC07103,2023-03-20 13:36:44,2023-03-20,13,Monday,12,2023-03,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Email,Technical,N,N,Abandoned,,,,,,,,N,Y,,
CC07104,2023-02-13 19:10:19,2023-02-13,19,Monday,7,2023-02,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,General,Y,Y,Resolved,9.0,98.0,55.0,13.0,166.0,20.0,Y,Y,N,5.0,87.8
CC07105,2023-06-05 15:56:59,2023-06-05,15,Monday,23,2023-06,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Complaints,Y,Y,Resolved,9.0,323.0,2.0,41.0,366.0,60.0,Y,N,N,4.0,80.5
CC07106,2023-02-20 10:19:29,2023-02-20,10,Monday,8,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Chat,Sales,Y,N,Escalated,110.0,269.0,20.0,23.0,312.0,20.0,N,Y,N,4.0,78.3
CC07107,2023-05-25 18:28:02,2023-05-25,18,Thursday,21,2023-05,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Social,Technical,Y,Y,Resolved,62.0,337.0,10.0,59.0,406.0,60.0,N,N,N,4.0,84.4
CC07108,2023-06-08 13:40:17,2023-06-08,13,Thursday,23,2023-06,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Sales,Y,N,Callback Scheduled,12.0,221.0,44.0,38.0,303.0,60.0,Y,N,N,3.0,56.5
CC07109,2023-06-13 13:44:11,2023-06-13,13,Tuesday,24,2023-06,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Technical,Y,N,Escalated,130.0,375.0,56.0,47.0,478.0,60.0,N,N,N,2.0,87.0
CC07110,2023-01-10 22:39:12,2023-01-10,22,Tuesday,2,2023-01,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Phone,Billing,Y,N,Transferred,3.0,228.0,10.0,43.0,281.0,60.0,Y,N,N,5.0,68.9
CC07111,2023-05-03 16:08:18,2023-05-03,16,Wednesday,18,2023-05,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Complaints,Y,N,Transferred,21.0,357.0,25.0,53.0,435.0,60.0,Y,N,N,3.0,69.4
CC07112,2023-05-04 13:33:11,2023-05-04,13,Thursday,18,2023-05,AGT010,James Park,Beta,Morning,Lead,7.2,Email,Complaints,Y,Y,Resolved,7.0,293.0,55.0,41.0,389.0,20.0,Y,N,N,3.0,87.9
CC07113,2023-05-01 16:28:05,2023-05-01,16,Monday,18,2023-05,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Chat,Retention,Y,Y,Resolved,11.0,478.0,15.0,33.0,526.0,20.0,Y,N,Y,1.0,82.6
CC07114,2023-01-10 19:29:30,2023-01-10,19,Tuesday,2,2023-01,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Retention,Y,N,Callback Scheduled,3.0,608.0,12.0,39.0,659.0,20.0,Y,N,Y,2.0,94.3
CC07115,2023-02-10 15:06:50,2023-02-10,15,Friday,6,2023-02,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,Complaints,Y,N,Escalated,11.0,388.0,44.0,51.0,483.0,20.0,Y,N,N,2.0,70.8
CC07116,2023-03-13 15:25:56,2023-03-13,15,Monday,11,2023-03,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Phone,Technical,Y,N,Voicemail Left,73.0,403.0,39.0,15.0,457.0,60.0,N,N,N,3.0,91.8
CC07117,2023-05-10 15:15:44,2023-05-10,15,Wednesday,19,2023-05,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,General,Y,Y,Resolved,9.0,187.0,26.0,40.0,253.0,20.0,Y,N,N,3.0,72.5
CC07118,2023-02-01 08:06:10,2023-02-01,8,Wednesday,5,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Phone,Technical,Y,Y,Resolved,22.0,191.0,4.0,36.0,231.0,60.0,Y,N,N,3.0,70.8
CC07119,2023-04-27 22:54:38,2023-04-27,22,Thursday,17,2023-04,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Sales,Y,Y,Resolved,51.0,145.0,26.0,15.0,186.0,60.0,Y,N,N,3.0,100.0
CC07120,2023-05-09 15:30:02,2023-05-09,15,Tuesday,19,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,General,Y,Y,Resolved,55.0,158.0,19.0,68.0,245.0,60.0,Y,N,N,4.0,81.7
CC07121,2023-05-10 19:34:42,2023-05-10,19,Wednesday,19,2023-05,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Chat,Technical,Y,Y,Resolved,16.0,450.0,47.0,48.0,545.0,20.0,Y,N,N,3.0,62.9
CC07122,2023-01-16 09:57:17,2023-01-16,9,Monday,3,2023-01,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Email,Billing,Y,N,Escalated,27.0,335.0,7.0,54.0,396.0,20.0,N,N,N,3.0,70.0
CC07123,2023-03-10 18:55:30,2023-03-10,18,Friday,10,2023-03,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Chat,Sales,Y,Y,Resolved,110.0,281.0,0.0,31.0,312.0,20.0,N,N,N,4.0,64.3
CC07124,2023-03-23 18:32:27,2023-03-23,18,Thursday,12,2023-03,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Sales,Y,Y,Resolved,15.0,331.0,93.0,29.0,453.0,60.0,Y,N,N,5.0,80.6
CC07125,2023-04-21 16:57:37,2023-04-21,16,Friday,16,2023-04,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC07126,2023-03-10 10:50:26,2023-03-10,10,Friday,10,2023-03,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Email,General,Y,Y,Resolved,10.0,248.0,31.0,65.0,344.0,20.0,Y,N,N,4.0,100.0
CC07127,2023-01-10 19:52:45,2023-01-10,19,Tuesday,2,2023-01,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Chat,Technical,Y,Y,Resolved,60.0,259.0,27.0,87.0,373.0,20.0,N,N,N,3.0,87.8
CC07128,2023-04-17 14:39:39,2023-04-17,14,Monday,16,2023-04,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Email,General,Y,Y,Resolved,51.0,279.0,37.0,46.0,362.0,20.0,N,N,N,4.0,55.0
CC07129,2023-03-03 12:28:16,2023-03-03,12,Friday,9,2023-03,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Social,Sales,Y,Y,Resolved,103.0,256.0,97.0,51.0,404.0,60.0,N,N,N,4.0,77.8
CC07130,2023-05-03 12:27:38,2023-05-03,12,Wednesday,18,2023-05,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Sales,N,N,Abandoned,,,,,,,,N,Y,,
CC07131,2023-03-16 15:08:55,2023-03-16,15,Thursday,11,2023-03,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Billing,N,N,Abandoned,,,,,,,,N,Y,,
CC07132,2023-02-23 11:37:48,2023-02-23,11,Thursday,8,2023-02,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Email,Sales,Y,N,Transferred,16.0,381.0,3.0,37.0,421.0,20.0,Y,Y,Y,3.0,59.1
CC07133,2023-05-12 08:49:42,2023-05-12,8,Friday,19,2023-05,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Social,General,Y,N,Callback Scheduled,55.0,170.0,23.0,39.0,232.0,60.0,Y,N,N,3.0,64.2
CC07134,2023-04-18 19:27:05,2023-04-18,19,Tuesday,16,2023-04,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Retention,Y,N,Escalated,3.0,451.0,76.0,39.0,566.0,60.0,Y,N,N,2.0,77.2
CC07135,2023-05-19 08:15:02,2023-05-19,8,Friday,20,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Retention,Y,Y,Resolved,27.0,309.0,67.0,52.0,428.0,60.0,Y,N,N,2.0,55.8
CC07136,2023-04-27 12:55:26,2023-04-27,12,Thursday,17,2023-04,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,N,Transferred,11.0,240.0,33.0,32.0,305.0,60.0,Y,N,N,3.0,94.2
CC07137,2023-04-10 11:58:15,2023-04-10,11,Monday,15,2023-04,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Phone,Complaints,Y,Y,Resolved,3.0,271.0,178.0,26.0,475.0,60.0,Y,N,Y,4.0,82.9
CC07138,2023-03-13 17:06:47,2023-03-13,17,Monday,11,2023-03,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Email,Billing,Y,Y,Resolved,85.0,255.0,8.0,70.0,333.0,20.0,N,N,N,4.0,61.8
CC07139,2023-04-06 13:39:40,2023-04-06,13,Thursday,14,2023-04,AGT010,James Park,Beta,Morning,Lead,7.2,Chat,Sales,N,N,Abandoned,,,,,,,,N,Y,,
CC07140,2023-01-30 15:38:47,2023-01-30,15,Monday,5,2023-01,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Social,Sales,Y,Y,Resolved,101.0,321.0,17.0,55.0,393.0,60.0,N,N,N,4.0,75.1
CC07141,2023-01-18 13:15:24,2023-01-18,13,Wednesday,3,2023-01,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Phone,Technical,Y,Y,Resolved,47.0,210.0,46.0,38.0,294.0,60.0,Y,N,N,4.0,73.5
CC07142,2023-02-15 16:58:53,2023-02-15,16,Wednesday,7,2023-02,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Email,Retention,Y,Y,Resolved,116.0,490.0,55.0,42.0,587.0,20.0,N,N,N,5.0,77.2
CC07143,2023-03-15 18:01:57,2023-03-15,18,Wednesday,11,2023-03,AGT003,Carmen Diaz,Beta,Afternoon,Senior,5.8,Chat,Billing,Y,N,Transferred,17.0,272.0,70.0,43.0,385.0,20.0,Y,N,N,3.0,78.8
CC07144,2023-01-05 09:48:05,2023-01-05,9,Thursday,1,2023-01,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Retention,Y,Y,Resolved,27.0,591.0,27.0,37.0,655.0,60.0,Y,N,Y,5.0,68.5
CC07145,2023-05-30 08:39:24,2023-05-30,8,Tuesday,22,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Sales,Y,Y,Resolved,97.0,233.0,6.0,70.0,309.0,60.0,N,N,N,3.0,66.5
CC07146,2023-03-13 16:57:38,2023-03-13,16,Monday,11,2023-03,AGT004,David Osei,Beta,Afternoon,Junior,0.7,Phone,Billing,Y,Y,Resolved,102.0,263.0,6.0,21.0,290.0,60.0,N,N,N,3.0,73.1
CC07147,2023-05-29 08:07:23,2023-05-29,8,Monday,22,2023-05,AGT001,Aaliya Khan,Alpha,Morning,Senior,3.2,Phone,Billing,Y,Y,Resolved,12.0,377.0,10.0,43.0,430.0,60.0,Y,N,Y,4.0,56.9
CC07148,2023-01-11 13:14:11,2023-01-11,13,Wednesday,2,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Chat,Technical,Y,Y,Resolved,22.0,354.0,13.0,20.0,387.0,20.0,N,N,N,5.0,79.4
CC07149,2023-03-03 18:43:35,2023-03-03,18,Friday,9,2023-03,AGT005,Elena Petrov,Gamma,Evening,Mid,4.1,Phone,Complaints,Y,Y,Resolved,75.0,401.0,22.0,45.0,468.0,60.0,N,N,N,3.0,40.9
CC07150,2023-01-06 12:38:31,2023-01-06,12,Friday,1,2023-01,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Technical,Y,Y,Resolved,102.0,260.0,42.0,25.0,327.0,60.0,N,N,N,4.0,85.8
CC07151,2023-04-28 18:22:06,2023-04-28,18,Friday,17,2023-04,AGT006,Felix Nguyen,Gamma,Evening,Mid,2.3,Chat,Sales,Y,N,Escalated,12.0,293.0,90.0,70.0,453.0,20.0,Y,N,N,2.0,77.2
CC07152,2023-01-12 13:57:48,2023-01-12,13,Thursday,2,2023-01,AGT008,Hassan Mirza,Delta,Morning,Junior,1.9,Chat,Technical,Y,Y,Resolved,27.0,266.0,12.0,71.0,349.0,20.0,N,N,N,2.0,73.3
CC07153,2023-04-14 13:05:58,2023-04-14,13,Friday,15,2023-04,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Chat,Billing,Y,Y,Resolved,3.0,306.0,21.0,71.0,398.0,20.0,Y,N,N,4.0,77.1
CC07154,2023-02-06 08:15:32,2023-02-06,8,Monday,6,2023-02,AGT002,Brandon Cole,Alpha,Morning,Junior,1.1,Chat,Sales,N,N,Abandoned,,,,,,,,N,Y,,
CC07155,2023-05-24 15:28:43,2023-05-24,15,Wednesday,21,2023-05,AGT007,Grace Okafor,Delta,Morning,Lead,6.5,Phone,Complaints,Y,Y,Resolved,20.0,474.0,0.0,41.0,515.0,60.0,Y,N,N,4.0,86.7
CC07156,2023-02-24 09:32:58,2023-02-24,9,Friday,8,2023-02,AGT010,James Park,Beta,Morning,Lead,7.2,Email,General,Y,Y,Resolved,59.0,273.0,3.0,18.0,294.0,20.0,N,N,N,4.0,68.3
CC07157,2023-05-16 12:16:44,2023-05-16,12,Tuesday,20,2023-05,AGT009,Isla Torres,Alpha,Afternoon,Mid,3.7,Social,Sales,Y,Y,Resolved,40.0,270.0,13.0,17.0,300.0,60.0,Y,N,N,3.0,84.2
